"lon","lat","beta.mean","beta.sd","n.members"
162.5,35.3403167724609,0.00847864251191499,0.0212627483935928,20
162.5,36.2827224731445,0.0092057230614737,0.0206125630318886,20
162.5,37.2251281738281,0.00990614743035005,0.0210304745312142,20
162.5,38.1675415039062,0.010144431693777,0.0217854784812989,20
162.5,39.1099548339844,0.00913868829874606,0.0220854523185877,20
162.5,40.0523529052734,0.00679892753684874,0.021501029965697,20
162.5,40.9947662353516,0.00507151496041563,0.0212138301695315,20
162.5,41.9371795654297,0.00466890072635334,0.021981221880017,20
162.5,42.8795776367188,0.00488223671011355,0.0226470942808225,20
162.5,43.8219909667969,0.00479894739065769,0.0221722591507338,20
162.5,44.764404296875,0.00430568241440328,0.0205194952033037,20
162.5,45.7068023681641,0.0035427710546583,0.0185002940703698,20
162.5,46.6492156982422,0.00319420309269879,0.0166197862281732,20
162.5,47.5916290283203,0.00367980064762933,0.0154773526523018,20
162.5,48.5340270996094,0.00428452921183602,0.0152358174576766,20
162.5,49.4764404296875,0.0045974785793228,0.0153281234132655,20
162.5,50.4188537597656,0.00486062909055987,0.0155269181912634,20
162.5,51.3612518310547,0.00490895078003499,0.0164264429145649,20
162.5,52.3036651611328,0.00444198084447046,0.0180955331672108,20
162.5,53.2460784912109,0.00347418074462363,0.019234822398386,20
162.5,54.1884765625,0.00286199067607384,0.0194221524114007,20
162.5,55.1308898925781,0.00250506891826367,0.0194285613752599,20
162.5,56.0733032226562,0.00240223987328494,0.0197365880337928,20
162.5,57.0157012939453,0.00170088233810678,0.0205951350365422,20
162.5,57.9581146240234,0.00112403656932285,0.0209967565185966,20
162.5,58.9005279541016,0.000734764420096514,0.0216165866012631,20
162.5,59.8429260253906,-0.00183189036686919,0.015373701437619,20
162.5,60.7853393554688,-0.00157882843454171,0.0158619618876508,20
163.75,20.2617797851562,0.00479106459648833,0.019916744932124,20
163.75,21.2041854858398,0.00186390725037365,0.0189717242338968,20
163.75,22.146598815918,-0.000653720843042436,0.0189125658852951,20
163.75,23.0890045166016,-0.00195773827451189,0.0187880187785469,20
163.75,24.0314178466797,-0.00253907840507478,0.0181803225445588,20
163.75,24.9738235473633,-0.00327864752012914,0.0175393876924567,20
163.75,25.9162292480469,-0.00380316086311338,0.0175606334102534,20
163.75,26.858642578125,-0.00291182829557257,0.0183804158946325,20
163.75,27.8010482788086,-0.000729900656175531,0.0191600950173772,20
163.75,28.7434539794922,0.000855701689331251,0.0208722362472333,20
163.75,29.6858673095703,0.00238307654348213,0.0231958450583484,20
163.75,30.6282730102539,0.00414514458716498,0.024424538192311,20
163.75,31.5706787109375,0.0062138990544635,0.0257226511641565,20
163.75,32.5130920410156,0.00779330042343401,0.026151396761623,20
163.75,33.4554977416992,0.00856856770607776,0.0255516466095466,20
163.75,34.3979034423828,0.00884289653819728,0.0240343942824992,20
163.75,35.3403167724609,0.00910717242326573,0.0223899607669492,20
163.75,36.2827224731445,0.00981392315779098,0.0210214799351186,20
163.75,37.2251281738281,0.0104777855035191,0.0206866765019429,20
163.75,38.1675415039062,0.010506906670809,0.0209565969211709,20
163.75,39.1099548339844,0.0093000084180285,0.0210747871164319,20
163.75,40.0523529052734,0.00707813295813788,0.0204902494004712,20
163.75,40.9947662353516,0.00526466188902774,0.0202533311962806,20
163.75,41.9371795654297,0.00447679788319918,0.0213905920333201,20
163.75,42.8795776367188,0.00419958713597193,0.0225118339900493,20
163.75,43.8219909667969,0.00401918545202726,0.0224633578230384,20
163.75,44.764404296875,0.00368202722132479,0.0209666220788262,20
163.75,45.7068023681641,0.00311796997831193,0.0190107081041338,20
163.75,46.6492156982422,0.0027185636655954,0.0169037972743586,20
163.75,47.5916290283203,0.00289786076881427,0.0154487264255477,20
163.75,48.5340270996094,0.00326962650702542,0.0149125523363483,20
163.75,49.4764404296875,0.00353305029638196,0.0148116542509636,20
163.75,50.4188537597656,0.00376129935153427,0.0146978830884357,20
163.75,51.3612518310547,0.00397188487050414,0.0152050988167307,20
163.75,52.3036651611328,0.00396957238335171,0.0170306166822459,20
163.75,53.2460784912109,0.00367431391430719,0.0193450871344608,20
163.75,54.1884765625,0.00325431030839484,0.0200657079494434,20
163.75,55.1308898925781,0.00287650709852079,0.0200851493830133,20
163.75,56.0733032226562,0.00248048169150803,0.0202688295558472,20
163.75,57.0157012939453,0.00179142725337597,0.0207008421990453,20
163.75,57.9581146240234,0.00112650647587186,0.0210659606417868,20
163.75,58.9005279541016,0.000814130357079579,0.0221472286521095,20
163.75,59.8429260253906,0.00090952905613572,0.0230134808778792,20
165,20.2617797851562,0.00544975528966976,0.0202304142294176,20
165,21.2041854858398,0.00292464678067956,0.0190902990987849,20
165,22.146598815918,0.000552354417092284,0.0190064650539371,20
165,23.0890045166016,-0.000615638530375194,0.0188640961626524,20
